offset_hex,offset_dec,n_unique,top_values,class,best_hypothesis,evidence,counterexamples,agr_S,agr_W,agr_H,agr_chip,agr_geo,agr_chip+S,agr_chip+geo
0x1ac,428,2,82:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1ad,429,2,83:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1ae,430,2,84:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1af,431,2,85:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b0,432,2,86:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b1,433,2,87:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b2,434,2,88:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b3,435,2,89:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b4,436,2,90:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b5,437,2,91:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b6,438,2,92:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b7,439,2,93:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b8,440,2,94:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1b9,441,2,95:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1ba,442,2,96:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1bb,443,2,97:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1bc,444,2,98:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1bd,445,2,99:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1be,446,2,100:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1bf,447,2,101:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c0,448,2,102:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c1,449,2,103:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c2,450,2,104:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c3,451,2,105:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c4,452,2,106:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c5,453,2,107:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c6,454,2,108:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c7,455,2,109:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c8,456,2,110:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1c9,457,2,111:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1ca,458,2,112:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1cb,459,2,113:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1cc,460,2,114:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1cd,461,2,115:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1ce,462,2,116:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1cf,463,2,117:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d0,464,2,118:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d1,465,2,119:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d2,466,2,120:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d3,467,2,121:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d4,468,2,122:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d5,469,2,123:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d6,470,2,124:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d7,471,2,125:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d8,472,2,126:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1d9,473,2,127:963 0:256,annotated,part of field @0x19a (64-entry table: ramp 64..127 or all-zero),"ramp in 79.0%, zero in 21.0%, nothing else; zero/ramp not predicted by any single other byte",0,0.827,0.814,0.819,0.822,0.835,0.916,0.929
0x1da,474,2,5:788 0:431,unknown,,best key chip+geo: agr=0.880 shuf=0.747,0,0.655,0.667,0.652,0.715,0.692,0.820,0.880
0x1db,475,7,8:742 16:430 40:31,likely-determined-by:chip+geo,consistent within chip+geo groups,agr=0.951 shuf=0.719 G=375,60,0.613,0.619,0.617,0.909,0.634,0.931,0.951
0x1dc,476,3,0:1086 32:131 4:2,unknown,,best key chip+geo: agr=0.929 shuf=0.906,0,0.891,0.891,0.893,0.895,0.897,0.918,0.929
0x1dd,477,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1de,478,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1df,479,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1e0,480,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1e1,481,31,255:985 0:104 128:39,unknown,,best key chip+geo: agr=0.932 shuf=0.831,0,0.811,0.818,0.820,0.880,0.835,0.906,0.932
0x1e2,482,68,255:538 63:207 31:95,unknown,,best key chip+geo: agr=0.809 shuf=0.555,0,0.455,0.456,0.459,0.676,0.498,0.761,0.809
0x1e3,483,3,0:1215 255:3 1:1,near-constant,~const 0x00,1215/1219,4,0.997,0.997,0.997,0.997,0.997,0.998,0.998
0x1e4,484,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1e5,485,24,252:776 255:227 0:157,unknown,,best key chip+geo: agr=0.889 shuf=0.702,0,0.642,0.658,0.653,0.819,0.678,0.863,0.889
0x1e6,486,105,255:747 127:95 63:57,unknown,,best key chip+geo: agr=0.817 shuf=0.664,0,0.618,0.623,0.624,0.701,0.652,0.769,0.817
0x1e7,487,6,0:659 3:538 1:13,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.961 shuf=0.670 G=254,48,0.581,0.578,0.576,0.934,0.611,0.961,0.969
0x1e8,488,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1e9,489,5,192:798 255:227 0:161,unknown,,best key chip+geo: agr=0.899 shuf=0.718,0,0.660,0.676,0.669,0.830,0.694,0.874,0.899
0x1ea,490,41,255:913 0:67 63:57,unknown,,best key chip+geo: agr=0.867 shuf=0.779,0,0.754,0.757,0.761,0.797,0.774,0.829,0.867
0x1eb,491,31,63:536 15:211 7:107,unknown,,best key chip+S: agr=0.774 shuf=0.515,0,0.454,0.459,0.458,0.686,0.503,0.774,0.819
0x1ec,492,2,0:1217 1:2,near-constant,~const 0x00,1217/1219,2,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x1ed,493,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1ee,494,14,0:865 4:93 3:75,unknown,,best key chip+geo: agr=0.889 shuf=0.754,0,0.713,0.715,0.722,0.751,0.738,0.852,0.889
0x1ef,495,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1f0,496,19,0:865 8:53 6:44,unknown,,best key chip+geo: agr=0.880 shuf=0.751,0,0.713,0.715,0.722,0.730,0.738,0.839,0.880
0x1f1,497,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1f2,498,2,0:1213 1:6,near-constant,~const 0x00,1213/1219,6,0.998,0.998,0.998,0.995,0.998,0.998,0.998
0x1f3,499,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1f4,500,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1f5,501,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1f6,502,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1f7,503,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1f8,504,2,0:633 205:586,annotated,"f32 in {0, 0.1}",1219/1219 files,0,0.574,0.551,0.570,0.668,0.615,0.751,0.787
0x1f9,505,2,0:633 204:586,annotated,"part of field @0x1f8 (f32 in {0, 0.1})",1219/1219 files,0,0.574,0.551,0.570,0.668,0.615,0.751,0.787
0x1fa,506,2,0:633 204:586,annotated,"part of field @0x1f8 (f32 in {0, 0.1})",1219/1219 files,0,0.574,0.551,0.570,0.668,0.615,0.751,0.787
0x1fb,507,2,0:633 61:586,annotated,"part of field @0x1f8 (f32 in {0, 0.1})",1219/1219 files,0,0.574,0.551,0.570,0.668,0.615,0.751,0.787
0x1fc,508,1,232:1219,constant,const 0xe8,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1fd,509,1,3:1219,constant,const 0x03,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1fe,510,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x1ff,511,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x200,512,24,0:535 67:352 52:135,unknown,,best key chip: agr=0.614 shuf=0.452,0,0.452,0.473,0.457,0.614,0.510,0.703,0.755
0x201,513,5,0:843 1:371 3:2,unknown,,best key chip+geo: agr=0.865 shuf=0.756,0,0.718,0.742,0.730,0.758,0.782,0.834,0.865
0x202,514,17,0:1171 115:11 10:7,unknown,,best key chip+geo: agr=0.980 shuf=0.963,0,0.961,0.961,0.961,0.961,0.961,0.975,0.980
0x203,515,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x204,516,2,0:1184 1:35,annotated,chip id high byte (with 0x36 low),1 for 35 files (ids >= 0x100),0,0.971,0.971,0.971,1.000,0.971,1.000,1.000
0x205,517,2,0:1117 1:102,likely-determined-by:chip+S,consistent within chip+S groups,agr=0.970 shuf=0.920 G=254,36,0.916,0.916,0.916,0.956,0.916,0.970,0.972
0x206,518,3,0:1212 2:4 5:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x207,519,2,0:1216 1:3,near-constant,~const 0x00,1216/1219,3,0.998,0.998,0.998,0.998,0.998,1.000,1.000
0x208,520,3,0:1212 2:4 3:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x209,521,2,0:1216 5:3,near-constant,~const 0x00,1216/1219,3,0.998,0.998,0.998,0.998,0.998,1.000,1.000
0x20a,522,3,0:1212 3:4 1:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x20b,523,3,0:1212 1:4 3:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x20c,524,3,0:1212 4:4 5:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x20d,525,3,0:1212 2:4 1:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x20e,526,2,0:1216 3:3,near-constant,~const 0x00,1216/1219,3,0.998,0.998,0.998,0.998,0.998,1.000,1.000
0x20f,527,3,0:1212 3:4 5:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x210,528,2,0:1212 1:7,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x211,529,3,0:1212 4:4 3:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x212,530,3,0:1212 2:4 5:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x213,531,2,0:1216 1:3,near-constant,~const 0x00,1216/1219,3,0.998,0.998,0.998,0.998,0.998,1.000,1.000
0x214,532,2,0:1212 3:7,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x215,533,3,0:1212 1:4 5:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x216,534,3,0:1212 4:4 1:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x217,535,3,0:1212 2:4 3:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x218,536,2,0:1212 3:7,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x219,537,3,0:1212 1:4 5:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x21a,538,3,0:1212 4:4 1:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x21b,539,3,0:1212 2:4 3:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x21c,540,2,0:1216 5:3,near-constant,~const 0x00,1216/1219,3,0.998,0.998,0.998,0.998,0.998,1.000,1.000
0x21d,541,3,0:1212 3:4 1:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x21e,542,3,0:1212 1:4 3:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x21f,543,3,0:1212 4:4 5:3,near-constant,~const 0x00,1212/1219,7,0.994,0.994,0.994,0.994,0.994,0.998,0.998
0x220,544,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x221,545,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x222,546,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x223,547,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x224,548,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x225,549,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x226,550,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x227,551,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x228,552,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x229,553,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x22a,554,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x22b,555,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x22c,556,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x22d,557,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x22e,558,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x22f,559,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x230,560,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x231,561,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x232,562,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x233,563,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x234,564,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x235,565,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x236,566,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x237,567,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x238,568,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x239,569,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x23a,570,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x23b,571,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x23c,572,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x23d,573,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x23e,574,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x23f,575,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x240,576,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x241,577,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x242,578,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x243,579,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x244,580,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x245,581,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x246,582,2,20:676 0:543,unknown,,best key chip+S: agr=0.823 shuf=0.664,0,0.619,0.611,0.615,0.731,0.655,0.823,0.856
0x247,583,2,0:1217 8:2,near-constant,~const 0x00,1217/1219,2,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x248,584,2,0:1154 20:65,unknown,,best key S: agr=0.947 shuf=0.947,0,0.947,0.947,0.947,0.947,0.949,0.950,0.952
0x249,585,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x24a,586,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x24b,587,8,0:1069 12:53 13:51,unknown,,best key chip+geo: agr=0.910 shuf=0.891,0,0.877,0.879,0.879,0.883,0.887,0.898,0.910
0x24c,588,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x24d,589,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x24e,590,2,0:1216 1:3,near-constant,~const 0x00,1216/1219,3,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0x24f,591,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x250,592,2,0:1218 1:1,near-constant,~const 0x00,1218/1219,1,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0x251,593,2,0:1211 1:8,near-constant,~const 0x00,1211/1219,8,0.993,0.993,0.993,0.998,0.993,0.998,0.998
0x252,594,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x253,595,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x254,596,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x255,597,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
0x256,598,1,0:1219,constant,const 0x00,1219/1219,0,1.000,1.000,1.000,1.000,1.000,1.000,1.000
